Date,Time,Open,Close,High,Low,Volume,Amount
20210104,2021.01.04T09:31:00.000,12.8792,12.873,13.0411,12.8481,41180.0,591079.0
20210104,2021.01.04T15:00:00.000,12.8481,12.8418,12.8481,12.8418,23925.0,340230.0
20210105,2021.01.05T09:31:00.000,12.7422,12.7546,12.7609,12.7422,18560.0,262042.0
20210105,2021.01.05T15:00:00.000,13.0723,13.0909,13.0909,13.0723,101500.0,1471400.0
20210106,2021.01.06T09:31:00.000,13.1781,13.1283,13.1781,13.0909,26535.0,386238.0
20210106,2021.01.06T15:00:00.000,13.6826,13.7013,13.7013,13.6826,73515.0,1115400.0
20210107,2021.01.07T09:31:00.000,13.5767,13.7075,13.7947,13.5767,61613.4,929746.0
20210107,2021.01.07T15:00:00.000,13.6078,13.6078,13.6078,13.6078,93815.0,1413695.0
20210108,2021.01.08T09:31:00.000,13.558,13.558,13.558,13.5331,54375.0,816355.0
20210108,2021.01.08T15:00:00.000,13.3899,13.3587,13.3899,13.3587,31755.0,469755.0
20210111,2021.01.11T09:31:00.000,13.2778,13.2529,13.3899,13.203,55970.0,821859.0
20210111,2021.01.11T15:00:00.000,12.9602,13.0785,13.0785,12.9602,77720.0,1125600.0
20210112,2021.01.12T09:31:00.000,12.9539,12.9975,13.0785,12.9539,23635.0,341346.0
20210112,2021.01.12T15:00:00.000,14.0127,14.05,14.05,14.0127,98310.0,1529568.0
20210113,2021.01.13T09:31:00.000,14.0127,13.8756,14.0127,13.8507,146595.0,2264459.0
20210113,2021.01.13T15:00:00.000,14.0127,14.0127,14.0127,14.0127,92655.0,1437750.0
20210114,2021.01.14T09:31:00.000,13.913,13.8445,13.9504,13.8071,37120.0,571000.0
20210114,2021.01.14T15:00:00.000,14.0251,14.0127,14.0251,14.0127,83810.0,1300500.0
20210115,2021.01.15T09:31:00.000,14.1372,14.0687,14.1372,14.0189,27840.0,433826.0
20210115,2021.01.15T15:00:00.000,13.8071,13.8071,13.8071,13.8071,28275.0,432315.0
20210118,2021.01.18T09:31:00.000,13.6888,13.857,13.8632,13.6888,24123.65,366669.0
20210118,2021.01.18T15:00:00.000,14.3241,14.3241,14.3241,14.3241,194300.0,3082000.0
20210119,2021.01.19T09:31:00.000,14.2929,14.2306,14.2929,14.2119,79460.0,1254662.0
20210119,2021.01.19T15:00:00.000,14.1123,14.1372,14.1372,14.1123,50315.0,787690.0
20210120,2021.01.20T09:31:00.000,14.1372,14.0998,14.1684,14.0749,27405.0,428211.0
20210120,2021.01.20T15:00:00.000,14.1933,14.1995,14.1995,14.1933,170230.0,2676720.0
20210121,2021.01.21T09:31:00.000,14.1746,14.1684,14.3054,14.1559,37265.0,585739.0
20210121,2021.01.21T15:00:00.000,13.9753,13.9691,13.9753,13.9691,60175.0,930845.0
20210122,2021.01.22T09:31:00.000,13.9006,13.8383,13.9006,13.8321,39948.95,613648.0
20210122,2021.01.22T15:00:00.000,13.4646,13.4771,13.4771,13.4646,38570.0,575624.0
20210125,2021.01.25T09:31:00.000,13.4771,13.4771,13.5144,13.4335,33060.0,493406.0
20210125,2021.01.25T15:00:00.000,13.0473,13.0473,13.0473,13.0473,67715.0,978365.0
20210126,2021.01.26T09:31:00.000,12.9041,12.9166,13.0162,12.8916,56294.8,804718.0
20210126,2021.01.26T15:00:00.000,13.0847,13.0972,13.0972,13.0847,42630.0,618282.0
20210127,2021.01.27T09:31:00.000,13.0037,13.147,13.1719,12.9726,13050.0,188836.0
20210127,2021.01.27T15:00:00.000,13.0847,13.0162,13.0847,13.0162,28420.0,409640.0
20210128,2021.01.28T09:31:00.000,12.8667,12.8854,12.9103,12.8667,24795.0,353796.0
20210128,2021.01.28T15:00:00.000,12.5553,12.5491,12.5553,12.5491,55736.55,774546.0
20210129,2021.01.29T09:31:00.000,12.5304,12.5989,12.6924,12.5304,13775.0,191809.0
20210129,2021.01.29T15:00:00.000,12.4495,12.3934,12.4495,12.3934,51040.0,700480.0
20210201,2021.02.01T09:31:00.000,12.3872,12.4682,12.5242,12.3872,11165.0,153520.0
20210201,2021.02.01T15:00:00.000,12.6612,12.6612,12.6612,12.6612,35525.0,498085.0
20210202,2021.02.02T09:31:00.000,12.7609,12.7048,12.7671,12.6986,11455.0,161709.0
20210202,2021.02.02T15:00:00.000,12.7609,12.7422,12.7609,12.7422,21895.0,308946.0
20210203,2021.02.03T09:31:00.000,13.1781,12.8667,13.1781,12.6737,236785.0,3423523.0
20210203,2021.02.03T15:00:00.000,12.9103,12.9166,12.9166,12.9103,31755.0,454206.0
20210204,2021.02.04T09:31:00.000,12.7609,12.7795,12.7795,12.7609,30450.0,430487.0
20210204,2021.02.04T15:00:00.000,12.4744,12.4557,12.4744,12.4557,23925.0,330000.0
20210205,2021.02.05T09:31:00.000,12.4059,12.4557,12.518,12.4059,13630.0,187883.0
20210205,2021.02.05T15:00:00.000,11.9575,11.9637,11.9637,11.9575,13340.0,176732.0
20210208,2021.02.08T09:31:00.000,11.9076,11.945,12.0073,11.9014,36540.0,482942.0
20210208,2021.02.08T15:00:00.000,12.1381,12.1256,12.1381,12.1256,41325.0,554895.0
20210209,2021.02.09T09:31:00.000,12.1256,12.0696,12.1256,12.0509,1015.0,13568.0
20210209,2021.02.09T15:00:00.000,12.2066,12.2066,12.2066,12.2066,40165.0,542920.0
20210210,2021.02.10T09:31:00.000,12.3623,12.1754,12.3934,12.082,15225.0,205317.0
20210210,2021.02.10T15:00:00.000,12.8107,12.8294,12.8294,12.8107,94975.0,1349300.0
20210218,2021.02.18T09:31:00.000,12.8605,13.0411,13.0909,12.8605,92945.0,1338747.0
20210218,2021.02.18T15:00:00.000,12.8916,12.9166,12.9166,12.8916,23200.0,331840.0
20210219,2021.02.19T09:31:00.000,12.9166,12.9664,13.0037,12.8792,35496.0,509214.0
20210219,2021.02.19T15:00:00.000,13.5144,13.5144,13.5144,13.5144,60755.0,909230.0
20210222,2021.02.22T09:31:00.000,13.6265,13.7573,13.7822,13.6265,333065.0,5050525.0
20210222,2021.02.22T15:00:00.000,13.4708,13.4584,13.4708,13.4584,33930.0,505674.0
20210223,2021.02.23T09:31:00.000,13.4086,13.3401,13.4397,13.3338,104690.0,1550277.0
20210223,2021.02.23T15:00:00.000,13.5705,13.5767,13.5767,13.5705,67135.0,1009340.0
20210224,2021.02.24T09:31:00.000,13.4646,13.5456,13.5456,13.4522,27695.0,414379.0
20210224,2021.02.24T15:00:00.000,13.1221,13.1345,13.1345,13.1221,27840.0,404928.0
20210225,2021.02.25T09:31:00.000,13.2965,13.2529,13.3276,13.203,70760.0,1041638.0
20210225,2021.02.25T15:00:00.000,13.0162,12.9851,13.0162,12.9851,41760.0,600480.0
20210226,2021.02.26T09:31:00.000,12.8231,12.9041,12.9539,12.7982,41470.0,591799.0
20210226,2021.02.26T15:00:00.000,13.0972,13.0972,13.0972,13.0972,15515.0,225021.0
20210301,2021.03.01T09:31:00.000,13.0785,13.1408,13.1594,13.0785,48285.0,702605.0
20210301,2021.03.01T15:00:00.000,13.558,13.5705,13.5705,13.558,31755.0,477201.0
20210302,2021.03.02T09:31:00.000,13.5767,13.5393,13.6078,13.4397,52345.0,785804.0
20210302,2021.03.02T15:00:00.000,13.6141,13.6141,13.6141,13.6141,55316.05,833937.0
20210303,2021.03.03T09:31:00.000,13.6514,13.5954,13.6514,13.558,39295.0,593862.0
20210303,2021.03.03T15:00:00.000,13.6764,13.6888,13.6888,13.6764,104400.0,1582560.0
20210304,2021.03.04T09:31:00.000,13.639,13.5456,13.639,13.5456,19430.0,292685.0
20210304,2021.03.04T15:00:00.000,13.2093,13.2342,13.2342,13.2093,97295.0,1425875.0
20210305,2021.03.05T09:31:00.000,13.1034,13.1408,13.1844,13.0972,55825.0,811200.0
20210305,2021.03.05T15:00:00.000,13.3214,13.3276,13.3276,13.3214,17545.0,258940.0
20210308,2021.03.08T09:31:00.000,13.421,13.502,13.5144,13.4086,114985.0,1711243.0
20210308,2021.03.08T15:00:00.000,13.1906,13.1781,13.1906,13.1781,51185.0,746948.0
20210309,2021.03.09T09:31:00.000,13.1345,13.1657,13.1657,13.0723,11745.0,170413.0
20210309,2021.03.09T15:00:00.000,12.5616,12.5616,12.5616,12.5616,33785.0,469961.0
20210310,2021.03.10T09:31:00.000,12.5616,12.6737,12.6799,12.5367,37265.0,520325.0
20210310,2021.03.10T15:00:00.000,12.4246,12.4246,12.4246,12.4246,9570.0,131670.0
20210311,2021.03.11T09:31:00.000,12.4246,12.4432,12.5865,12.4246,18850.0,260062.0
20210311,2021.03.11T15:00:00.000,12.5678,12.5616,12.5678,12.5616,18125.0,252125.0
20210312,2021.03.12T09:31:00.000,12.574,12.5678,12.574,12.5678,2175.0,30281.0
20210312,2021.03.12T15:00:00.000,12.5989,12.5927,12.5989,12.5927,8990.0,125364.0
20210315,2021.03.15T09:31:00.000,12.6363,12.5865,12.6425,12.5803,24650.0,344268.0
20210315,2021.03.15T15:00:00.000,12.7048,12.7048,12.7048,12.7048,68295.0,960840.0
20210316,2021.03.16T09:31:00.000,12.6363,12.6052,12.6363,12.5491,33205.0,464395.0
20210316,2021.03.16T15:00:00.000,12.8294,12.8294,12.8294,12.8294,53940.0,766320.0
20210317,2021.03.17T09:31:00.000,12.9539,13.1968,13.1968,12.9539,210540.0,3038296.0
20210317,2021.03.17T15:00:00.000,13.7137,13.7075,13.7137,13.7075,182046.05,2763333.0
20210318,2021.03.18T09:31:00.000,13.6701,13.6265,13.6701,13.5767,247225.0,3733453.0
20210318,2021.03.18T15:00:00.000,13.6203,13.6265,13.6265,13.6203,52345.0,789868.0
20210319,2021.03.19T09:31:00.000,13.5954,13.5144,13.5954,13.5082,84535.0,1270244.0
20210319,2021.03.19T15:00:00.000,13.421,13.4646,13.4646,13.421,65975.0,983710.0
20210322,2021.03.22T09:31:00.000,13.4771,13.5643,13.5643,13.4708,59305.0,887806.0
20210322,2021.03.22T15:00:00.000,13.5207,13.5767,13.5767,13.5207,42050.0,632200.0
20210323,2021.03.23T09:31:00.000,13.6577,13.6701,13.7013,13.6078,133255.0,2015250.0
