date,time,inst-id,direction,cost-price,last-price,volume,avail-vol,amt,pnl,account
2020-03-20,16:00:00,600004.XSHG.CS,L,13.520000000000001,13.3,8100,8100,107730,-1782.0000000000052,stock
2020-03-23,16:00:00,600004.XSHG.CS,L,13.520000000000001,12.71,8100,8100,102951,-6561.000000000004,stock
2020-03-24,16:00:00,600004.XSHG.CS,L,13.520000000000001,13.32,8100,8100,107892,-1620.0000000000086,stock
2020-03-25,16:00:00,600004.XSHG.CS,L,13.520000000000001,13.79,8100,8100,111699,2186.9999999999823,stock
2020-03-26,16:00:00,600004.XSHG.CS,L,13.520000000000001,13.55,8100,8100,109755,242.99999999999483,stock
2021-02-03,16:00:00,600004.XSHG.CS,L,11.770000000000001,11.73,9000,9000,105570,-360.0000000000083,stock
2021-02-04,16:00:00,600004.XSHG.CS,L,11.770000000000001,11.96,9000,9000,107640.00000000001,1709.9999999999955,stock
2021-02-05,16:00:00,600004.XSHG.CS,L,11.770000000000001,12,9000,9000,108000,2069.9999999999877,stock
2021-02-08,16:00:00,600004.XSHG.CS,L,11.770000000000001,11.95,9000,9000,107550,1619.9999999999814,stock
2021-02-09,16:00:00,600004.XSHG.CS,L,11.770000000000001,12.23,9000,9000,110070,4139.999999999992,stock
2021-02-10,16:00:00,600004.XSHG.CS,L,11.770000000000001,12.25,9000,9000,110250,4319.999999999988,stock
2021-02-18,16:00:00,600004.XSHG.CS,L,11.770000000000001,13,9000,9000,117000,11069.999999999987,stock
2021-02-19,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.55,9000,9000,121950,16019.999999999995,stock
2021-02-22,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.5,9000,9000,121500,15569.999999999987,stock
2021-02-23,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.43,9000,9000,120870,14939.999999999985,stock
2021-02-24,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.47,9000,9000,121230,15299.999999999993,stock
2021-02-25,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.65,9000,9000,122850,16919.999999999993,stock
2021-02-26,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.18,9000,9000,118620,12689.999999999985,stock
2021-03-01,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.49,9000,9000,121410,15479.999999999989,stock
2021-03-02,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.34,9000,9000,120060,14129.999999999987,stock
2021-03-03,16:00:00,600004.XSHG.CS,L,11.770000000000001,13.61,9000,9000,122490,16559.99999999998,stock
2023-08-23,16:00:00,600004.XSHG.CS,L,11.83,11.76,10100,10100,118776,-707.0000000000028,stock
2023-08-24,16:00:00,600004.XSHG.CS,L,11.83,11.88,10100,10100,119988.00000000001,505.00000000000716,stock
2023-08-25,16:00:00,600004.XSHG.CS,L,11.83,11.8,10100,10100,119180,-302.9999999999935,stock
2023-08-28,16:00:00,600004.XSHG.CS,L,11.83,11.65,10100,10100,117665,-1817.999999999997,stock
2023-08-29,16:00:00,600004.XSHG.CS,L,11.83,11.85,10100,10100,119685,201.99999999999568,stock
2023-08-30,16:00:00,600004.XSHG.CS,L,11.83,11.81,10100,10100,119281,-201.99999999999568,stock
2023-08-31,16:00:00,600004.XSHG.CS,L,11.83,11.79,10100,10100,119078.99999999999,-404.0000000000093,stock
2023-09-01,16:00:00,600004.XSHG.CS,L,11.83,11.9,10100,10100,120190,707.0000000000028,stock
2023-09-04,16:00:00,600004.XSHG.CS,L,11.83,12.15,10100,10100,122715,3232.0000000000027,stock
2023-09-05,16:00:00,600004.XSHG.CS,L,11.83,12.18,10100,10100,123018,3534.9999999999964,stock
2023-09-06,16:00:00,600004.XSHG.CS,L,11.83,12.04,10100,10100,121603.99999999999,2120.9999999999905,stock
2023-09-07,16:00:00,600004.XSHG.CS,L,11.83,11.89,10100,10100,120089,606.000000000005,stock
2023-09-08,16:00:00,600004.XSHG.CS,L,11.83,11.95,10100,10100,120695,1211.999999999992,stock
2023-09-11,16:00:00,600004.XSHG.CS,L,11.83,12.01,10100,10100,121301,1817.999999999997,stock
2023-09-12,16:00:00,600004.XSHG.CS,L,11.83,12.02,10100,10100,121402,1918.999999999995,stock
