date,time,inst-id,direction,cost-price,last-price,volume,avail-vol,amt,pnl,account
2021-05-06,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.3323,33900,33900,214664.97,5366.370000000019,
2021-05-06,16:00:00,000063.XSHE.CS,L,27.300900000000002,26.9787,11400,11400,307557.18,-3673.080000000026,
2021-05-06,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.492,169400,169400,422144.8,-84.69999999995306,
2021-05-07,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.3766,33900,33900,216166.74,6868.140000000011,
2021-05-07,16:00:00,000063.XSHE.CS,L,27.300900000000002,26.6192,11400,11400,303458.88,-7771.380000000033,
2021-05-07,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5109,169400,169400,425346.45999999996,3116.960000000033,
2021-05-10,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.4032,33900,33900,217068.48,7769.880000000017,
2021-05-10,16:00:00,000063.XSHE.CS,L,27.300900000000002,26.799,11400,11400,305508.6,-5721.660000000031,
2021-05-10,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5015,169400,169400,423754.10000000003,1524.6000000000577,
2021-05-11,16:00:00,000063.XSHE.CS,L,27.300900000000002,26.903,11400,11400,306694.2,-4536.0600000000395,
2021-05-11,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5204,169400,169400,426955.76,4726.260000000044,
2021-05-11,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5626,33900,33900,222472.13999999998,13173.54000000001,
2021-05-12,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.7043,33900,33900,227275.77,17977.170000000016,
2021-05-12,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.0355,11400,11400,308204.7,-3025.5600000000363,
2021-05-12,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5204,169400,169400,426955.76,4726.260000000044,
2021-05-13,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5626,33900,33900,222472.13999999998,13173.54000000001,
2021-05-13,16:00:00,000063.XSHE.CS,L,27.300900000000002,26.6571,11400,11400,303890.94,-7339.320000000027,
2021-05-13,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5109,169400,169400,425346.45999999996,3116.960000000033,
2021-05-14,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.6069,33900,33900,223973.91,14675.310000000032,
2021-05-14,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.5084,11400,11400,313595.76,2365.499999999995,
2021-05-14,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5394,169400,169400,430174.36000000004,7944.860000000065,
2021-05-17,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5271,33900,33900,221268.69,11970.090000000015,
2021-05-17,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.5747,11400,11400,314351.58,3121.319999999975,
2021-05-17,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5109,169400,169400,425346.45999999996,3116.960000000033,
2021-05-18,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5626,33900,33900,222472.13999999998,13173.54000000001,
2021-05-18,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.8679,11400,11400,317694.06,6463.799999999961,
2021-05-18,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5109,169400,169400,425346.45999999996,3116.960000000033,
2021-05-19,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.4563,33900,33900,218868.56999999998,9569.970000000007,
2021-05-19,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.5463,11400,11400,314027.82,2797.5599999999604,
2021-05-19,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.4825,169400,169400,420535.5,-1693.9999999999638,
2021-05-20,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.5179,11400,11400,313704.06,2473.7999999999856,
2021-05-20,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.4825,169400,169400,420535.5,-1693.9999999999638,
2021-05-20,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5006,33900,33900,220370.34000000003,11071.74000000003,
2021-05-21,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5271,33900,33900,221268.69,11970.090000000015,
2021-05-21,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.1584,11400,11400,309605.76,-1624.5000000000211,
2021-05-21,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5015,169400,169400,423754.10000000003,1524.6000000000577,
2021-05-24,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5006,33900,33900,220370.34000000003,11071.74000000003,
2021-05-24,16:00:00,000063.XSHE.CS,L,27.300900000000002,27.8395,11400,11400,317370.3,6140.039999999987,
2021-05-24,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5109,169400,169400,425346.45999999996,3116.960000000033,
2021-05-25,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.5006,33900,33900,220370.34000000003,11071.74000000003,
2021-05-25,16:00:00,000063.XSHE.CS,L,27.300900000000002,28.2936,11400,11400,322547.04000000004,11316.779999999992,
2021-05-25,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5015,169400,169400,423754.10000000003,1524.6000000000577,
2021-05-26,16:00:00,000019.XSHE.CS,L,6.1739999999999995,6.9523,33900,33900,235682.97,26384.37000000002,
2021-05-26,16:00:00,000063.XSHE.CS,L,27.300900000000002,28.1517,11400,11400,320929.38,9699.119999999995,
2021-05-26,16:00:00,600106.XSHG.CS,L,2.4924999999999997,2.5109,169400,169400,425346.45999999996,3116.960000000033,
2021-05-27,16:00:00,000019.XSHE.CS,L,6.1739999999999995,7.3242,33900,33900,248290.38,38991.78000000003,
2021-05-27,16:00:00,000063.XSHE.CS,L,27.300900000000002,28.8895,11400,11400,329340.30000000005,18110.039999999994,
